CountryName,CountryCode,capital,lat,lon,1-Jan-20,2-Jan-20,3-Jan-20,4-Jan-20,5-Jan-20,6-Jan-20,7-Jan-20,8-Jan-20,9-Jan-20,10-Jan-20,11-Jan-20,12-Jan-20,13-Jan-20,14-Jan-20,15-Jan-20,16-Jan-20,17-Jan-20,18-Jan-20,19-Jan-20,20-Jan-20,21-Jan-20,22-Jan-20,23-Jan-20,24-Jan-20,25-Jan-20,26-Jan-20,27-Jan-20,28-Jan-20,29-Jan-20,30-Jan-20,31-Jan-20,1-Feb-20,2-Feb-20,3-Feb-20,4-Feb-20,5-Feb-20,6-Feb-20,7-Feb-20,8-Feb-20,9-Feb-20,10-Feb-20,11-Feb-20,12-Feb-20,13-Feb-20,14-Feb-20,15-Feb-20,16-Feb-20,17-Feb-20,18-Feb-20,19-Feb-20,20-Feb-20,21-Feb-20,22-Feb-20,23-Feb-20,24-Feb-20,25-Feb-20,26-Feb-20,27-Feb-20,28-Feb-20,29-Feb-20,1-Mar-20,2-Mar-20,3-Mar-20,4-Mar-20,5-Mar-20,6-Mar-20,7-Mar-20,8-Mar-20,9-Mar-20,10-Mar-20,11-Mar-20,12-Mar-20,13-Mar-20,14-Mar-20,15-Mar-20,16-Mar-20,17-Mar-20,18-Mar-20,19-Mar-20,20-Mar-20,21-Mar-20,22-Mar-20,23-Mar-20,24-Mar-20,25-Mar-20,26-Mar-20,27-Mar-20,28-Mar-20,29-Mar-20,30-Mar-20,31-Mar-20,1-Apr-20,2-Apr-20,3-Apr-20,4-Apr-20,5-Apr-20,6-Apr-20,7-Apr-20,8-Apr-20,9-Apr-20,10-Apr-20,11-Apr-20,12-Apr-20,13-Apr-20,14-Apr-20,15-Apr-20,16-Apr-20,17-Apr-20,18-Apr-20,19-Apr-20,20-Apr-20,21-Apr-20,22-Apr-20,23-Apr-20,24-Apr-20,25-Apr-20,26-Apr-20,27-Apr-20,28-Apr-20,29-Apr-20,30-Apr-20,1-May-20,may022020
South Africa,ZAF,Pretoria,-25.745937,28.187944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,7,10,13,17,24,24,51,62,85,116,150,205,240,274,402,557,709,927,1170,1187,1280,1326,1353,1380,1462,1505,1585,1655,1686,1749,1845,1934,2003,2028,2173,2272,2415,2506,2605,2783,3034,3158,3300,3465,3635,3953,4220,4361,4546,4793,4996,5350,5647,5951
South Korea,KOR,Seoul,37.566679,126.978291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,4,4,4,4,7,12,15,15,16,18,23,24,24,25,27,28,28,28,28,28,29,30,31,46,80,155,345,601,762,892,1146,1595,2022,2931,3526,4212,4812,5328,5766,6284,6767,7134,7382,7513,7755,7869,7979,8086,8162,8236,8320,8413,8565,8652,8799,8897,8961,9037,9137,9241,9332,9478,9583,9661,9786,9786,9976,10062,10156,10237,10284,10331,10384,10423,10450,10450,10512,10537,10564,10591,10613,10635,10653,10661,10674,10683,10694,10702,10708,10718,10728,10738,10752,10761,10765,10774,10780
South Sudan,SSD,Juba,4.847202,31.595166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,34,34,35,45
Spain,ESP,Madrid,40.416705,-3.703582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,12,25,34,66,83,114,151,200,261,374,430,589,1204,1639,2140,3004,4231,5753,7753,9191,11178,13716,17147,19980,24926,28572,33089,39673,47610,56188,64059,72248,78797,85195,94417,102136,110238,117710,124736,130759,135032,140510,146690,152446,157022,161852,166019,169496,177464,181504,185904,190008,188578,191163,194515,197142,200194,202961,205905,207634,209465,210773,212917,213435,215216,
Sri Lanka,LKA,Sri Jayawardenapura Kotte,6.903166,79.909164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,6,11,19,29,42,42,53,66,78,87,97,102,102,106,106,115,120,120,122,143,148,151,159,166,178,185,189,190,197,199,210,218,233,237,238,244,254,295,304,310,330,368,420,462,523,588,619,649,665,690
Sudan,SDN,Khartoum,15.593325,32.53565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,5,5,6,7,7,7,7,10,12,12,14,14,14,15,19,19,29,32,32,32,32,66,66,92,107,140,162,174,213,237,275,318,375,442,442
Sweden,SWE,Stockholm,59.325117,18.071094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,12,13,14,15,24,35,61,137,161,203,248,326,462,620,775,924,1032,1121,1167,1301,1423,1623,1746,1906,2016,2272,2510,2806,3046,3447,3700,4028,4435,4947,5466,6078,6443,6830,7206,7693,8419,9141,9685,10151,10483,10948,11445,11927,12540,13216,13822,14385,14777,15322,16004,16755,17567,18177,18640,18926,19621,20302,21092,21520
Switzerland,CHE,Bern,46.948271,7.451451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,12,18,24,30,37,57,87,209,264,332,374,490,642,854,1121,1359,2200,2200,2650,3010,3888,4840,6077,6971,8015,8789,9714,10714,12104,13152,14274,15412,16108,17070,18194,19227,20201,21022,21574,22164,22710,23495,24228,24820,25220,25499,25753,26336,26651,26997,27322,27658,27826,27981,28186,28414,28595,28811,28978,29081,29181,29324,29503,29622
Syria,SYR,Damascus,33.51307,36.309581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,5,5,9,10,10,10,16,16,16,19,19,19,19,19,19,25,25,25,29,33,33,38,38,39,39,42,42,42,42,42,43,43,43,43,43,44
Taiwan,TWN,Taipei,25.066667,121.516667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,5,7,8,8,9,10,10,10,10,11,11,16,17,18,18,18,18,18,18,18,18,20,22,22,24,24,26,26,28,30,31,32,34,39,40,40,41,42,43,44,45,45,45,47,48,48,49,53,59,59,67,77,108,108,135,153,165,195,216,235,252,267,283,306,306,322,339,339,355,363,363,373,376,379,380,380,385,388,393,395,395,395,395,398,420,422,425,426,427,428,429,429,429,429,429,429,429
Tanzania,TZA,Dodoma,-6.179118,35.746817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,6,12,12,12,12,13,13,13,14,19,19,20,21,21,21,22,24,24,25,25,32,32,32,46,53,88,94,147,148,170,170,254,285,285,300,300,300,300,306,480,480,480
Thailand,THA,Bangkok,13.754253,100.493087,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,4,4,4,5,5,8,14,14,14,14,19,19,19,19,25,25,25,32,32,32,32,33,33,33,34,34,34,35,35,35,35,35,35,35,37,40,40,40,42,42,43,44,46,47,49,50,52,55,57,59,70,76,82,82,114,177,177,177,212,366,599,721,827,934,1045,1136,1136,1245,1388,1651,1651,1771,1875,1978,2169,2220,2258,2369,2423,2473,2518,2551,2579,2613,2643,2672,2700,2700,2733,2765,2792,2811,2839,2839,2854,2922,2922,2938,2938,2954,2960,2960
Trinidad and Tobago,TTO,Port of Spain,10.657268,-61.518017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,5,7,9,9,9,49,50,51,57,60,65,66,74,78,85,87,89,97,100,103,104,105,107,107,109,109,112,113,113,113,114,114,114,114,114,114,115,115,115,115,115,116,116,116,116,116,116
Tunisia,TUN,Tunis,33.843941,9.400138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,5,7,13,16,16,18,20,24,29,39,54,60,75,89,114,173,173,227,227,278,312,362,394,455,455,495,553,574,596,623,643,671,685,707,726,747,780,822,864,866,879,884,901,901,918,922,939,949,967,975,980,994,998
Turkey,TUR,Ankara,39.921522,32.853793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,13,18,47,98,191,359,670,947,1236,1529,1872,2433,3629,5698,7402,9217,10827,13531,15679,18135,20921,23934,27069,30217,34109,38226,42282,47029,52167,56956,61049,65111,69392,74193,78546,82329,86306,90980,95591,98674,101790,104912,107773,110130,112261,114653,117589,120204,122392
Uganda,UGA,Kampala,0.317714,32.581354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,14,14,14,30,33,33,44,44,45,48,48,52,52,52,53,53,53,53,54,54,55,55,55,55,55,55,56,58,61,74,75,75,79,79,79,81,83,85
Ukraine,UKR,Kiev,50.450107,30.52405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,3,3,3,3,3,5,14,19,26,26,41,47,73,84,113,156,218,311,418,480,549,794,804,987,1096,1251,1319,1462,1668,1892,2203,2511,2777,3102,3372,4161,4462,5106,5449,5710,6125,6592,7170,7647,8125,8617,9009,9009,9410,9866,9866,11411
United Arab Emirates,ARE,Abu Dhabi,23.997644,53.64391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,5,5,5,5,5,5,7,7,7,8,8,8,8,8,8,9,9,9,9,9,11,13,13,13,13,13,19,19,21,21,24,27,28,29,37,45,52,59,74,80,85,85,85,86,98,113,113,140,140,153,153,198,248,333,333,405,468,468,611,664,664,1024,1024,1505,1799,2076,2359,2659,2990,3360,3736,4123,4521,4933,5365,5825,5825,6302,6781,7265,7755,8238,8756,9281,9813,10349,10839,11380,11929,12481,13038
United Kingdom,GBR,London,51.507322,-0.127647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,4,4,8,8,9,9,9,9,9,9,9,9,9,9,9,13,13,13,13,16,18,23,36,40,51,85,115,163,206,273,321,373,456,590,707,1140,1391,1543,1950,2630,3277,3983,5018,5683,6650,8077,9529,11658,14543,17089,19522,22141,25150,29474,33718,38168,41903,47806,51608,55242,60733,65077,70272,78991,84279,88621,93873,98476,103093,108692,114217,120067,124743,129044,133495,138078,143464,148377,152840,157149,161145,165221,171253,177454
United States of America,USA,"Washington, D.C.",38.904722,-77.016389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,5,5,5,5,6,7,8,11,11,11,12,12,12,12,12,13,13,14,15,15,15,15,15,15,15,16,35,35,35,53,53,59,60,66,69,89,103,125,159,233,338,433,554,754,1025,1312,1663,2174,2951,3774,4661,6427,9415,14250,19624,26747,35206,46442,55231,69194,85991,104686,124665,143025,164620,189618,216721,245540,277965,312237,337635,368196,398809,432132,466033,501560,529951,557571,582594,609516,639664,671331,702164,735086,759687,787752,825041,842629,869172,890524,939053,965910,988451,1012583,1039909,1069826,1103781
Uruguay,URY,Montevideo,-34.905904,-56.191357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,29,50,79,94,110,135,158,162,189,217,238,238,259,295,324,330,341,359,371,390,407,411,417,426,433,446,453,465,472,483,493,502,508,517,528,535,543,549,557,563,596,606,620,625,630,643,648
Uzbekistan,UZB,Tashkent,41.312336,69.278708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,23,23,33,33,46,49,55,65,83,104,133,145,149,173,187,190,227,266,342,397,504,555,582,624,796,865,998,1165,1302,1380,1450,1495,1565,1657,1692,1716,1778,1836,1865,1887,1904,1939,2002,2046,2094
Venezuela,VEN,Caracas,10.506098,-66.914602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,33,33,33,33,36,36,36,84,91,106,107,119,119,119,135,135,143,144,144,144,148,159,166,167,171,175,175,181,189,193,197,204,227,227,256,256,285,288,298,318,323,325,329,329,331,333,335
Vietnam,VNM,Hanoi,21.02921,105.85247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,5,5,7,8,9,10,10,12,13,14,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,21,30,34,38,39,44,53,53,57,61,68,76,87,88,95,121,132,137,153,163,171,188,203,206,212,233,236,240,241,245,251,251,255,257,258,262,264,267,268,268,268,268,268,268,268,268,268,270,270,270,270,270,270,270,270,270
Zambia,ZMB,Lusaka,-15.416697,28.281381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,12,14,16,28,29,35,35,36,39,39,39,39,39,39,39,39,40,40,43,45,45,48,48,52,57,61,65,65,74,76,84,84,88,89,95,97,106,109
Zimbabwe,ZWE,Harare,-17.831773,31.045686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,5,7,7,7,8,8,8,9,9,9,9,10,11,11,11,14,14,17,17,23,24,24,25,25,25,28,28,29,29,31,31,32,32,34,34,34
